DATE	43792	43792	43792	43792	43792	43792	43792	43792	43789	43789	43789	43789	43789	43789	43787	43787	43787	43787	43787	43787	43787	43787	43787	43787	43787	43787	43789	43789	43789	43789	43787	43787	43787	43787	43787	43787	43789	43789	43789	43789	43789	43789	43789	43789	43789	43789	43789	43789	43783	43783	43783	43783	43783	43783	43783	43783	43783	43783	43783	43783	43785	43785	43785	43785	43785	43785	43783	43783	43783	43783	43785	43785	43785	43785	43792	43792	43785	43785	43785	43785	43785	43785	43792	43792	43785	43785	43783	43783	43789	43789	43787	43787	43787	43787	43787	43787
"Goodenia pinnatifida"	NA	NA	A	7	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	5	B	63	A	20	A	1	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	A	2	A	11	A	59	A	6	A	5	A	4	A	3	A	10	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA
"Hypericum perforatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9	NA	NA	A	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hypochaeris radicata"	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	A	1	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	A	1	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	NA	NA	A	1	A	5	A	5	NA	NA	A	3	NA	NA	A	18	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	A	1
"Lomandra filiformis coriacea"	NA	NA	NA	NA	A	2	A	1	A	1	NA	NA	A	5	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	A	3	A	1	A	6	A	2	A	5	A	2	A	2	A	3	A	3	A	6	A	5	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	5	A	2	A	2	A	2
"Oxalis perennans"	A	4	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	2	NA	NA	NA	NA	A	2	A	1	NA	NA	NA	NA	NA	NA
"Panicum effusum"	NA	NA	NA	NA	NA	NA	NA	NA	A	9	A	7	B	W	A	4	NA	NA	A	W	A	W	NA	NA	A	2	A	1	A	W	A	10	B	W	A	6	A	9	NA	NA	A	3	A	5	A	3	B	14	A	2	NA	NA	NA	NA	A	10	A	3	A	1	A	11	A	6	A	12	A	8	A	11	A	3	A	5	A	10	A	3	NA	NA	NA	NA	A	3	A	4	A	5	A	2	B	W	A	W	A	5
"Petrorhagia nanteuilii"	NA	NA	A	3	NA	NA	NA	NA	A	1	A	3	A	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	B	129	NA	NA	NA	NA
"Plantago lanceolata"	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	7	A	3	A	1	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rytidosperma carphoides"	B	W	A	W	A	W	B	W	D	X	D	X	A	W	E	Y	A	W	A	W	A	7	E	Y	E	Y	D	X	A	2	B	W	B	W	B	W	A	9	C	W	A	5	A	1	B	W	C	W	A	2	C	W	B	W	A	7	B	W	A	W	NA	NA	A	6	B	W	A	W	A	2	A	12	B	W	A	W	B	W	C	W	A	W	A	1	C	W	A	8	C	W	A	4	A	9	B	W
"Rytidosperma sp"	A	5	A	13	A	14	A	2	A	3	A	1	A	2	A	W	B	W	A	7	A	2	A	W	NA	NA	A	W	NA	NA	B	W	NA	NA	B	W	B	W	A	7	A	W	C	W	A	3	A	2	NA	NA	A	1	A	2	B	12	A	3	B	W	NA	NA	A	1	A	1	A	2	NA	NA	A	5	A	2	A	5	A	1	NA	NA	NA	NA	A	2	A	2	A	7	NA	NA	A	2	NA	NA	NA	NA
"Rytidosperma sp (ALL)"	B	W	B	W	A	W	B	W	D	X	D	X	A	W	E	Y	B	W	B	W	C	W	E	Y	NA	NA	D	X	A	2	C	W	C	W	C	W	B	W	C	W	A	W	C	W	B	W	C	W	NA	NA	C	W	C	W	C	W	D	X	D	W	NA	NA	A	8	B	W	A	W	A	6	A	W	C	W	A	W	C	W	C	W	A	W	B	13	C	W	A	15	C	W	A	6	A	W	B	W
"Trifolium arvense"	NA	NA	NA	NA	NA	NA	NA	NA	A	3	A	2	A	2	NA	NA	NA	NA	A	1	A	5	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	2	A	1	NA	NA	NA	NA	A	2	NA	NA	A	2	NA	NA	NA	NA
"Trifolium campestre"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	13	NA	NA	NA	NA	NA	NA	NA	NA	A	10	A	2	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA
"Trifolium subterraneum"	A	4	A	4	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	1	A	17	A	1	A	1	NA	NA	A	2	NA	NA	A	11	A	1	A	4	A	2	A	23	A	3	NA	NA	A	3	NA	NA	A	4	NA	NA	NA	NA
"Triptilodiscus pygmaeus"	A	36	A	12	NA	NA	NA	NA	A	24	A	66	A	23	A	5	NA	NA	A	23	A	4	NA	NA	NA	NA	A	1	A	47	NA	NA	A	52	A	4	NA	NA	NA	NA	A	2	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	84	NA	NA	NA	NA	NA	NA	A	9	NA	NA	A	1	A	1	A	1	NA	NA	NA	NA
"Vulpia sp."	A	2	A	X	A	W	A	4	A	1	A	7	A	W	NA	NA	NA	NA	A	2	A	W	NA	NA	NA	NA	NA	NA	A	W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	W	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA	NA	NA	B	Y	NA	NA	A	6	A	W	A	5	A	W	A	7	A	W	A	W	NA	NA	A	X	A	3	NA	NA
"Wahlenbergia sp."	A	1	A	54	A	22	A	27	A	2	A	19	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	6	A	3	A	1	NA	NA	A	14	A	2	NA	NA	A	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	20	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aristida ramosa"	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	10	A	4	A	2	A	6	A	2	NA	NA	NA	NA	NA	NA	A	8	A	9	A	6	A	1	A	W	NA	NA	A	2	A	6	A	10	A	W	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	8	A	3	NA	NA	NA	NA
"Arthropodium fimbriatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	10	A	10	A	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carex sp."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	11	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Chamaesyce drummondii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1
"Cheilanthes sieberi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	52	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1
"Chloris truncata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	2
"Chondrilla juncea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	A	2	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cirsium vulgare"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Crassula sieberana"	A	1	NA	NA	NA	NA	NA	NA	A	12	A	20	A	35	NA	NA	NA	NA	NA	NA	A	9	A	3	NA	NA	NA	NA	A	4	A	11	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cymbonotus lawsonianus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA
"Cynoglossum suaveolens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Desmodium varians"	NA	NA	NA	NA	NA	NA	A	1	A	5	A	1	NA	NA	A	5	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	A	3	A	1	A	1	NA	NA	NA	NA	A	18	A	3	A	2	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	A	3	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	5	NA	NA	NA	NA	A	2
"Dichelachne sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Enneapogon nigricans"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	2	NA	NA	NA	NA	A	1	NA	NA	A	4	A	1	NA	NA	A	3	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9
"Eragrostis sp. (native)"	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
