DATE	43420	43420	43420	43420	43420	43420	43420	43420	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43412	43410	43410	43410	43410	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43409	43413	43413	43413	43413	43413	43413	43413	43413	43413	43413	43413	43413	43420	43420	43420	43420	43420	43420	43419	43419	43419	43419	43419	43419	43419	43419	43420	43420	43419	43419	43419	43419	43419	43419	43420	43420	43419	43419	43419	43419	43410	43410	43409	43409	43409	43409	43409	43409
Avena sp.	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA
Bothriochloa macra 	B	X	B	W	C	W	A	9	A	W	B	W	A	11	A	W	B	W	A	W	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	B	W	A	11	A	12	A	4	B	W	A	W	B	W	A	3	A	7	A	W	A	W	A	10	B	W	B	W	A	1	B	W	C	W	B	W	NA	NA	B	W	A	2	C	W	A	W	A	12	A	7	A	W	B	W	B	W	A	2	A	1	A	5	A	15
Briza minor 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	NA	NA	A	9	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9	NA	NA	NA	NA	NA	NA	NA	NA
Bromus hordeaceus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	W	A	15	NA	NA	NA	NA	NA	NA	NA	NA	A	14	A	1	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	4	NA	NA	A	2	NA	NA	NA	NA
Carthamus lanatus 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Centaurium erythraea	A	4	NA	NA	A	11	A	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	2	A	19	NA	NA	NA	NA	NA	NA	A	25	A	4	NA	NA	NA	NA	NA	NA	A	1
Chrysocephalum apiculatum 	B	20	A	7	C	29	C	30	B	32	A	14	NA	NA	NA	NA	A	23	A	8	A	6	B	18	A	13	NA	NA	A	3	A	5	A	3	A	15	A	2	A	1	A	1	A	18	A	16	A	12	A	17	A	6	B	15	A	15	B	15	B	8	NA	NA	NA	NA	NA	NA	D	33	D	32	NA	NA	C	28	A	6	B	15	A	14	NA	NA	A	4	A	17	B	14	A	12	A	2	NA	NA	A	14
Convolvulus angustissimus 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9	A	6	A	2	A	11	NA	NA	A	1	A	1	NA	NA	NA	NA	A	2	NA	NA	NA	NA	A	2	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA
Goodenia pinnatifida	NA	NA	A	9	A	17	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	34	A	27	NA	NA	NA	NA	NA	NA	A	5	A	9	A	10	NA	NA	NA	NA	A	1	A	13	NA	NA	A	3	A	3	A	22	B	53	A	20	A	10	A	26	A	26	A	11	A	21	NA	NA	A	11	A	51	A	1	A	9	NA	NA	A	1	A	16	NA	NA	NA	NA	NA	NA
Hypericum perforatum 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	14	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hypochaeris radicata 	A	2	A	1	A	1	A	1	NA	NA	NA	NA	NA	NA	A	3	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	2	A	6	A	10	A	2	A	8	A	3	NA	NA	A	3	A	4	A	5	NA	NA	A	4	A	5	NA	NA	A	27	NA	NA	A	14	A	1	A	5	NA	NA	A	4	A	13	NA	NA	NA	NA	NA	NA	A	7
Lomandra filiformis coriacea	NA	NA	A	2	NA	NA	A	1	A	1	NA	NA	A	3	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	2	NA	NA	A	5	A	3	A	5	A	1	A	2	A	2	A	4	A	6	A	6	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	1	A	1	A	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	A	3	A	2	A	3
Oxalis perennans 	A	3	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	10	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	1	NA	NA	A	1	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	2	NA	NA	A	2	NA	NA	NA	NA	A	2	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	2	A	4	NA	NA	A	1	A	1
Panicum effusum 	NA	NA	NA	NA	A	3	NA	NA	A	W	A	6	A	3	A	3	A	2	A	3	NA	NA	NA	NA	A	6	NA	NA	NA	NA	A	8	A	W	A	6	NA	NA	NA	NA	A	1	A	3	A	3	A	W	NA	NA	NA	NA	NA	NA	A	2	A	4	NA	NA	NA	NA	A	7	A	15	A	10	A	W	A	1	A	5	A	6	A	6	NA	NA	NA	NA	A	3	A	3	A	5	A	7	A	1	A	1	A	7
Petrorhagia nanteuilii 	NA	NA	A	2	NA	NA	NA	NA	NA	NA	A	2	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	7	A	1	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plantago lanceolata 	A	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	NA	NA	A	1	A	4	A	5	A	1	A	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rytidosperma carphoides	A	W	A	7	A	W	A	W	B	X	B	X	A	W	C	Y	A	W	A	W	A	11	C	X	C	X	B	X	A	5	B	W	B	W	B	W	A	7	B	W	A	1	B	W	B	W	B	W	A	5	B	W	A	W	A	3	A	W	A	2	NA	NA	NA	NA	NA	NA	A	W	A	2	A	2	A	W	A	W	B	X	B	X	NA	NA	NA	NA	B	X	A	7	B	X	A	2	NA	NA	B	W
Trifolium arvense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	4	NA	NA	NA	NA	NA	NA	NA	NA
Trifolium campestre	NA	NA	A	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	W	NA	NA	NA	NA	A	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	15	NA	NA	A	1	A	3	NA	NA	A	6	A	1	NA	NA	A	7	NA	NA	NA	NA	NA	NA	NA	NA
Trifolium subterraneum	NA	NA	NA	NA	A	1	NA	NA	A	6	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	A	2	A	3	NA	NA	A	15	A	5	A	4	A	2	A	3	NA	NA	A	2	NA	NA	A	11	NA	NA	A	3	A	1	A	1	A	3	NA	NA	A	1	NA	NA	NA	NA
Triptilodiscus pygmaeus 	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vulpia sp. 	NA	NA	A	X	NA	NA	NA	NA	NA	NA	A	7	A	W	NA	NA	A	1	A	2	A	W	NA	NA	NA	NA	NA	NA	A	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	X	NA	NA	NA	NA	A	X	NA	NA	NA	NA	A	W	NA	NA	NA	NA	NA	NA	A	W	A	X	A	4	A	W	NA	NA	NA	NA	A	X	A	W	NA	NA	A	X	NA	NA	A	W	A	5	NA	NA
Wahlenbergia sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA
Acaena ovina 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aristida ramosa 	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	3	A	2	A	5	A	6	A	3	NA	NA	NA	NA	NA	NA	NA	NA	A	2	A	1	A	1	A	11	NA	NA	A	1	A	8	A	5	A	14	A	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	8	NA	NA	NA	NA	NA	NA
Arthropodium fimbriatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	15	A	49	A	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Carex sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	26	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chamaesyce drummondii	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA
Cheilanthes sieberi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloris truncata 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	A	1
Chondrilla juncea	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	A	5	NA	NA	NA	NA	NA	NA	A	2	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cirsium vulgare 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cymbonotus lawsonianus 	A	1	A	3	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	A	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA
Cynoglossum suaveolens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Desmodium varians 	NA	NA	NA	NA	NA	NA	A	1	A	10	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	A	3	NA	NA	NA	NA	NA	NA	NA	NA	A	8	NA	NA	NA	NA	NA	NA	A	2	A	3	NA	NA	NA	NA	NA	NA	A	20	A	3	A	1	A	3	NA	NA	NA	NA	A	1	NA	NA	A	2	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	5	NA	NA	NA	NA	A	1
Enneapogon nigricans 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	A	2	NA	NA	A	3	NA	NA	NA	NA	A	1	A	1	NA	NA	A	1	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	A	1	NA	NA	NA	NA	A	2
Eragrostis brownii 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eragrostis sp. (native)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eryngium ovinum 	A	2	A	1	A	38	A	17	A	3	A	6	A	11	A	3	A	1	A	3	A	4	A	7	A	5	A	31	A	29	A	1	A	3	A	7	A	12	A	9	A	4	A	3	A	20	A	1	A	16	A	19	A	11	A	19	A	21	A	9	NA	NA	NA	NA	NA	NA	A	38	A	4	A	15	A	4	A	5	A	33	A	10	A	3	B	43	B	61	A	10	A	41	A	4	A	18	A	11
