Date	Surveyor	RESERVE	PLOT_ID	QUAD_ID	Air_sp.	Ant_sca	Asp_con	Aus_big	Aus_sca	Ave_sp.	Bot_mac	Bri_min	Bro_hor	Car_lan	Cen_ery	Chr_api	Con_ang	Goo_pin	Hyp_per	Hyp_rad	Lom_cor	Oxa_per	Pan_eff	Pet_nan	Pla_lan	Ryt_car	Ryt_sp.	Tri_arv	Tri_cam	Tri_sub	Tri_pyg	Vul_sp.	Wah_sp.	Aca_ovi	Ari_ram	Art_fim	Aus_den	Bro_dia	Bro_rub	Car_bre	Car_inv	Car_sp.	Cen_ten	Cha_dru	Che_sie	Chei_sp	Chl_tru	Cho_jun	Cir_vul	Cra_sie	Cym_law	Cyn_sua	Des_var	Dic_cri	Dic_sp.	Enn_nig	Era_bro	Eran_sp	Ery_ovi	Euc_jap	Euc_sph	Eup_dal	Gal_div	Gal_sp.	Gam_cal	Gam_pur	Gam_sp.	Gly_cla	Gly_tab	Hal_het	Hor_sp.	Hyp_gra	Hyp_gla	Jun_sp.	Jun_sub	Lep_squ	Lep_sp.	Lin_pel	Lin_spp_(arvensis?)	Lin_tri	Lom_fil	Lom_cor	Lom_mul	Mal_sp.	Mic_sti	Mic_lan	Mic_sp.	Myo_dis	Nas_tri	Oen_mol	Pim_cur	Pla_gau	Pla_var	Poa_exo	Poa_sie	Pol_avi	Pte_sp.	Rum_bro	Ryt_cae	Ryt_pal	Ryt_sp.	Ryt_sp2	Ryt_sp3	Ryt_sp4	Sal_ver	San_min	Sch_apo	Scl_bif	Sen_sp.	Sol_dom	Son_asp	Son_sp.	The_tri	Tol_bar	Tra_por	Tri_ela	Tri_ang	Tri_dub	Tri_glo	Tri_sp.	Tri_str	Urt_inc	Uni_gra_sp	Uni_gra_sp2	Uni_sp2	Vit_cun	Vit_gre	Vit_gra	Vit_mue	Vul_bro	Wah_com	Wah_gta	Wah_lut	Wah_mul	Wah_sp.	Wah_sp2	Wur_dio	Xan_spi	Zor_dyc
15-11-2017	TH	J	J5	J5C	5	2	0	2	0	0	W	0	0	0	5	16	0	0	0	W	9	0	6	W	0	W	W	1	1	0	6	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	W	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	3	0	0	0	0	0	0
15-11-2017	MM	J	J6	J6A	W	0	0	0	0	0	10	0	0	0	1	43	0	0	0	X	3	2	7	1	0	X	1	0	0	0	1	X	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
15-11-2017	TH	J	J6	J6B	W	W	0	3	0	W	W	0	0	0	0	7	0	0	0	W	1	7	W	W	0	W	W	0	0	0	11	W	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	X	1	9	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0
15-11-2017	MM	J	J6	J6C	0	6	0	0	0	0	9	0	0	0	4	33	0	0	0	14	1	3	8	W	0	W	2	0	0	0	0	X	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0	3	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	37	0	0	0	0
20-11-2017	TH	J	J7	J7A	0	4	0	9	0	0	W	0	1	0	0	11	7	1	0	5	1	0	0	0	0	W	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	7	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20-11-2017	TH	J	J7	J7B	0	0	0	6	0	6	9	0	0	0	2	4	0	15	0	14	3	1	0	0	0	10	W	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
20-11-2017	TH	J	J7	J7C	0	W	0	C	0	1	W	3	W	0	0	16	0	18	0	6	4	2	3	W	0	5	W	0	0	0	0	2	0	0	W	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	3	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
20-11-2017	TH	J	J8	J8A	1	7	0	1	0	0	W	0	0	0	4	18	0	0	0	7	8	0	8	0	0	W	2	0	0	0	3	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	3	0	0	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	2	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
20-11-2017	TH	J	J8	J8B	0	5	0	0	0	0	W	0	0	0	0	14	0	26	0	6	3	1	7	0	0	W	2	0	0	0	7	W	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	36	0	0	0	W	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	3	0	0	2
20-11-2017	TH	J	J8	J8C	6	10	0	4	0	0	3	0	0	0	W	1	0	0	0	3	3	0	W	0	0	W	4	0	0	0	4	X	2	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	12	4	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	4	1	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	50	0	0	0	0	0	0	0	0
02-11-2017	MM_TH	M	M1	M1A	W	2	0	2	0	0	2	2	X	1	5	0	5	112	0	64	2	0	0	0	0	0	1	0	0	16	0	Y	1	0	0	22	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-11-2017	MM_TH	M	M1	M1B	W	1	8	15	0	0	3	0	X	3	0	0	1	40	0	45	15	2	5	0	3	0	2	0	0	15	0	Y	0	0	0	82	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-11-2017	MM_TH	M	M1	M1C	7	1	0	10	0	3	W	0	W	0	0	0	0	6	0	13	20	1	9	0	15	W	0	0	0	19	2	Y	2	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	.	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07-11-2017	TH	M	M2	M2A	X	2	0	1	0	0	7	2	2	0	W	20	2	1	0	9	0	1	0	0	0	W	7	0	14	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	17	2	0	0	0	0	13	0	1	0	0	0	0	0	0	1	10	17	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
07-11-2017	TH	M	M2	M2B	X	10	3	W	0	0	9	1	2	0	9	5	6	49	21	W	2	1	0	0	0	W	5	0	0	0	1	W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07-11-2017	TH	M	M2	M2C	W	4	2	6	0	0	W	5	1	0	1	8	2	2	10	W	1	1	0	10	0	W	6	0	0	0	0	5	12	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
07-11-2017	TH	M	M3	M3A	X	7	0	2	0	1	4	W	0	0	W	14	3	3	0	6	0	1	1	3	0	W	W	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	23	0	0	0	W	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	2	0	0
07-11-2017	TH	M	M3	M3B	W	W	1	1	0	0	W	2	0	0	W	2	4	1	0	11	0	1	0	8	0	W	W	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	16	0	0	0	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	28	0	0	0	4	0	0
07-11-2017	TH	M	M3	M3C	W	6	0	0	0	0	1	1	0	0	W	6	0	14	0	12	0	0	0	0	0	W	3	0	7	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	W	0	0	0	0	0	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	W	0	0	0	0	2	0	0	10	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	59	0	0	0	7	0	0
09-11-2017	MM	M	M4	M4A	Y	4	32	1	0	0	W	4	5	0	W	16	0	0	26	16	0	2	0	0	1	W	W	2	16	0	0	X	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	1	2	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
09-11-2017	TH	M	M4	M4B	X	8	5	8	0	0	W	2	6	0	6	18	0	23	0	3	0	0	6	0	0	W	5	2	12	1	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09-11-2017	TH	M	M4	M4C	W	4	1	3	0	0	1	5	0	0	4	13	3	34	0	6	0	2	12	0	W	1	7	0	5	1	0	W	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0	0	0	0	4	0	0	0	W	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
09-11-2017	TH	M	M5	M5A	W	6	0	0	0	0	W	0	1	0	W	5	1	21	0	7	0	2	5	0	0	W	5	2	13	1	0	X	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0
09-11-2017	MM	M	M5	M5B	X	3	0	0	0	0	W	0	0	0	W	22	0	0	0	13	0	1	1	0	2	X	4	12	14	0	0	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	9	0	0	0	18	0	0	0	0	0	0
09-11-2017	TH	M	M5	M5C	W	2	0	W	0	0	2	0	Y	0	1	13	0	14	0	W	0	0	2	0	0	13	8	2	3	2	0	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	2	1	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
13-11-2017	TH	M	M6	M6A	1	8	0	0	1	0	W	0	0	0	7	11	0	18	0	7	2	2	0	W	0	W	12	4	5	2	0	Y	65	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0
13-11-2017	TH	M	M6	M6B	5	8	2	4	0	0	W	0	0	0	W	20	0	14	0	3	1	0	0	0	0	W	4	0	7	2	0	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	W	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0
