DATE	PLOT_ID	QUADRAT_Direction	QUAD_ID	Aca_ovi	Air_sp.	Ant_sca	Ari_ram	Art_fim	Asp_con	Aus_big	Aus_sca	Aus_den	Ave_sp.	Bot_mac	Bri_min	Bro_dia	Bro_hor	Bro_rub	Car_bre	Car_inv	Car_sp.	Car_lan	Cen_ery	Cen_ten	Cha_dru	Che_sie	Chei_sp	Chl_tru	Cho_jun	Chr_api	Cir_vul	Con_ang	Cra_sie	Cym_law	Cyn_sua	Des_var	Dic_cri	Dic_sp.	Enn_nig	Era_bro	Era_sp.	Ery_ovi	Euc_jap	Euc_sph	Eup_dal	Gal_div	Gal_sp.	Gam_cal	Gam_pur	Gam_sp.	Gly_cla	Gly_tab	Goo_pin	Hal_het	Hor_sp.	Hyp_gra	Hyp_per	Hyp_gla	Hyp_rad	Jun_sp.	Jun_sub	Lep_squ	Lin_pel	Lina_sp	Lin_tri	Lom_bra	Lom_fil	Lom_cor	Lom_mul	Lyt_hys	Mic_sti	Mic_sp.	Myo_dis	Nas_tri	Oxa_per	Pan_eff	Pet_nan	Pim_cur	Pla_lan	Pla_var	Poa_sie	Psi_inc	Rum_bro	Ryt_cae	Ryt_car	Ryt_lae	Ryt_rac	Ryt_sp.	Ryt_sp3	Ryt_sp2	Ryt_sp4	San_min	Sch_apo	Sen_sp.	Sol_dom	Son_ole	Son_sp.	The_tri	Tol_bar	Tra_por	Tri_ela	Tri_arv	Tri_cam	Tri_dub	Tri_glo	Tri_sp.	Tri_str	Tri_sub	Tri_pyg	Uni_gsp	Uni_sp2	Uni_sp. 	Vit_cun	Vit_gre	Vit_gra	Vit_mue	Vul_sp.	Wah_com	Wah_lut	Wah_sp.	Wah_sp2	Wah_str	Wur_dio	Zor_dyc
20-11-2019	J4	B	J4B	0	0	3	8	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	X	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20-11-2019	J4	C	J4C	0	0	0	8	0	0	W	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18-11-2019	J5	A	J5A	0	W	2	3	0	0	6	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	W	129	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	2	1	0	0	0	0	4	1	0	0	0	0	0	0	0	X	0	0	0	0	0	0	0
18-11-2019	J5	B	J5B	0	2	5	6	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	1	10	2	0	0	0	0	0	0	0	W	0	0	W	0	0	0	0	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
18-11-2019	J5	C	J5C	0	0	8	W	0	0	11	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	6	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	W	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18-11-2019	J6	A	J6A	0	0	2	0	0	0	W	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
18-11-2019	J6	B	J6B	0	0	12	1	0	0	3	0	0	1	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	W	0	0	0	0	0	0	0	W	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	52	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
18-11-2019	J6	C	J6C	0	0	4	0	0	0	1	8	0	0	11	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	24	0	0	0	0	0	2	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	W	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
20-11-2019	J7	A	J7A	0	0	5	0	0	0	W	1	0	1	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
20-11-2019	J7	B	J7B	0	0	0	2	0	0	5	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
20-11-2019	J7	C	J7C	0	0	4	10	0	0	11	2	0	0	W	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	W	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	1	0	0	0	0
20-11-2019	J8	A	J8A	0	0	10	W	0	0	0	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	W	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20-11-2019	J8	B	J8B	0	0	4	6	0	0	9	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	W	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	W	0	0	3	0	0	0	0
20-11-2019	J8	C	J8C	0	0	1	6	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	W	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0
16-11-2019	M1	A	M1A	0	0	6	0	10	0	5	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
16-11-2019	M1	B	M1B	0	1	0	0	10	0	W	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	78	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
16-11-2019	M1	C	M1C	0	5	2	0	13	0	8	3	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	12	0	0	1	15	0	0	0	0	W	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
14-11-2019	M2	A	M2A	0	0	1	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	2	6	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0
14-11-2019	M2	B	M2B	0	0	5	0	0	4	W	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
14-11-2019	M2	C	M2C	0	0	2	0	0	7	13	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	3	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	W	0	0	2	8	0	0	0	0	0	0	0	0	W	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0
14-11-2019	M3	A	M3A	0	3	1	0	0	0	1	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	12	3	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	12	1	0	3	0	0	0	3	0
14-11-2019	M3	B	M3B	0	0	4	0	0	0	3	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	2	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	W	0	0	3	11	0	0	2	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
14-11-2019	M3	C	M3C	0	0	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	W	0	0	W	6	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
14-11-2019	M4	A	M4A	0	W	3	0	0	2	13	0	0	0	W	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	2	0	0	3	1	0	0	0	0	0	0	6	W	0	0	0	0	0	1	0
14-11-2019	M4	B	M4B	0	0	7	0	0	5	9	0	0	0	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	W	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
14-11-2019	M4	C	M4C	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	8	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	4	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
16-11-2019	M5	A	M5A	0	8	5	0	0	0	1	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	5	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	14	0	0	0	0	0	0	0	0	0	0	41	Y	0	1	0	0	0	0	0
16-11-2019	M5	B	M5B	0	0	0	0	0	0	1	0	0	0	W	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	W	0	0	2	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	W	0	2	0	0	0	0	0
16-11-2019	M5	C	M5C	0	0	2	0	0	0	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	1	0	0	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	W	0	0	2	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	11	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0
23-11-2019	M6	A	M6A	0	0	8	0	0	0	1	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	W	0	0	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	15	X	0	0	54	0	0	0	0
23-11-2019	M6	B	M6B	0	0	W	0	0	0	1	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	W	0	0	14	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	22	0	0	0	0
23-11-2019	M6	C	M6C	0	0	1	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W	0	0	2	0	0	0	0	0	0	2	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	27	0	0	0	0
23-11-2019	M7	A	M7A	0	7	W	0	0	0	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	1	0	0	2	10	0	0	0	0	0	0	0	0	W	0	0	0	0	2	0	1	0	0	3	9	0	0	0	0	0	0	1	7	0	0	1	0	0	0	0
23-11-2019	M7	B	M7B	0	1	W	0	0	58	W	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	8	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	W	0	0	5	0	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	1	0	1	84	0	0	0	0	0	0	6	6	0	0	20	0	0	0	0
23-11-2019	M7	C	M7C	0	1	11	0	0	15	W	1	0	0	W	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	W	0	0	5	0	0	0	0	0	0	0	0	0	W	0	0	0	0	0	0	0	1	0	4	36	0	0	0	0	0	0	30	2	0	0	1	0	0	0	0
16-11-2019	M8	A	M8A	0	W	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	W	0	0	0	1	0	0	0	0	0	1	0	0	W	0	0	2	1	10	0	8	0	0	23	0	0	0	0	0	0	0	1	W	0	0	0	0	0	9	0
16-11-2019	M8	B	M8B	0	W	1	0	0	0	0	3	0	0	W	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	W	0	0	1	5	0	0	0	0	0	7	0	0	W	0	0	1	0	0	0	8	0	0	4	0	0	0	0	0	0	0	6	W	0	3	0	0	0	0	0
