PLOT_ID	M7	M7	M7	M6	M6	M6	M6	M6	M6	M6	M6	M6	J1	J1	J1	J1	J1	J1	J1	J1	J1	J2	J2	J2	J2	J2	J2	J2	J2	J2	J3	J3	J3	J3	J3	J3	J3	J3	J3	J4	J4	J4	J4	J4	J4	J5	J5	J5	J6	J6	J6	J5	J5	J5	J7	J7	J7	J7	J7	J7	J8	J8	J8	J7	J7	J7	J8	J8	J8	J8	J8	J8	M2	M2	M2	M2	M2	M2	M2	M2	M2	M3	M3	M3	M3	M3	M3	M3	M3	M3	M1	M1	M1	M1	M1	M1	M1	M1	M1	M4	M4	M4	M4	M4	M4	M5	M5	M5	M5	M5	M5	M7	M7	M7	M8	M8	M8	M8	M8	M8	M8	M8	M8	M7	M7	M7	M5	M5	M5	M4	M4	M4	J4	J4	J4	J5	J5	J5	J6	J6	J6	J6	J6	J6
"Bromus hordeaceus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carthamus lanatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centaurium erythraea"	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	A	14	0	0	0	0	0	0	0	0	0	0	A	24	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0
"Chrysocephalum apiculatum"	B	21	0	B	15	0	D	32	0	C	29	0	B	31	0	B	19	0	A	5	0	B	26	0	B	28	0	B	15	0	A	11	0	B	19	0	B	13	0	B	19	0	B	6	0	A	8	0	A	5	0	A	17	0	A	3	0	A	2	0	A	1	0	A	15	0	B	20	0	B	14	0	D	33	0	A	8	0	B	15	0	C	W	0	B	6	0	C	7	0	0	0	0	0	0	0	0	0	0	D	29	0	F	23	0	A	4	0	D	25	0	A	8	0	B	17	0	B	15	0	A	1	0	A	7	0	B	20	0	B	17	0	B	12	0	A	6	0	A	2	0	B	24	0
"Convolvulus angustissimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	10	0	A	3	0	0	0	0	A	6	0	0	0	0	A	5	0	A	2	0	0	0	0	0	0	0	A	8	0	0	0	0	0	0	0	A	2	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0
"Goodenia pinnatifida"	0	0	0	A	7	0	A	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	5	0	B	63	0	A	20	0	A	1	0	0	0	0	0	0	0	0	0	0	A	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	A	2	0	A	11	0	A	59	0	A	6	0	A	5	0	A	4	0	A	3	0	A	10	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0	A	5	0	0	0	0	0	0	0	0	0	0
"Hypericum perforatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	9	0	0	0	0	A	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypochaeris radicata"	0	0	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	1	0	A	1	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	0	0	0	A	1	0	0	0	0	0	0	0	A	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	1	8	0	0	0	0	0	0	A	1	0	A	5	0	A	5	0	0	0	0	A	3	0	0	0	0	A	18	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0	0	0	0	A	1	0
"Lomandra filiformis coriacea"	0	0	0	0	0	0	A	2	4	A	1	3	A	1	5	0	0	0	A	5	31	0	0	0	0	0	0	A	3	6	0	0	0	0	0	0	0	0	0	A	3	9	A	1	2	A	6	14	A	2	10	A	5	8	A	2	21	A	2	7	A	3	16	A	3	22	A	6	15	A	5	28	0	0	0	0	0	0	A	2	4	0	0	0	0	0	0	0	0	0	A	1	3	0	0	0	A	18	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	1	0	0	0	A	1	1	0	0	0	0	0	0	0	0	0	A	5	9	A	2	16	A	2	8	A	2	16
"Medicago sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oxalis perennans"	A	4	0	0	0	0	0	0	0	0	0	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	2	0	0	0	0	0	0	0	A	2	0	A	1	0	0	0	0	0	0	0	0	0	0
"Panicum effusum"	0	0	0	0	0	0	0	0	0	0	0	0	A	9	0	A	7	0	B	W	0	A	4	0	0	0	0	A	W	0	A	W	0	0	0	0	A	2	0	A	1	0	A	W	0	A	10	0	B	W	0	A	6	0	A	9	0	0	0	0	A	3	0	A	5	0	A	3	0	B	14	0	A	2	0	0	0	0	0	0	0	A	10	0	A	3	0	A	1	0	A	11	0	A	6	0	A	12	0	A	8	0	A	11	0	A	3	0	A	5	0	A	10	0	A	3	0	0	0	0	0	0	0	A	3	0	A	4	0	A	5	0	A	2	0	B	W	0	A	W	0	A	5	0
"Petrorhagia nanteuilii"	0	0	0	A	3	0	0	0	0	0	0	0	A	1	0	A	3	0	A	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	2	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0	0	0	0	B	129	0	0	0	0	0	0	0
"Plantago lanceolata"	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	7	0	A	3	0	A	1	0	0	0	0	A	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rytidosperma carphoides"	B	W	0	A	W	0	A	W	0	B	W	0	D	X	0	D	X	0	A	W	0	E	Y	0	A	W	0	A	W	0	A	7	0	E	Y	0	E	Y	0	D	X	0	A	2	0	B	W	0	B	W	0	B	W	0	A	9	0	C	W	0	A	5	0	A	1	0	B	W	0	C	W	0	A	2	0	C	W	0	B	W	0	A	7	0	B	W	0	A	W	0	0	0	0	A	6	0	B	W	0	A	W	0	A	2	0	A	12	0	B	W	0	A	W	0	B	W	0	C	W	0	A	W	0	A	1	0	C	W	0	A	8	0	C	W	0	A	4	0	A	9	0	B	W	0
"Rytidosperma sp."	A	5	0	A	13	0	A	14	0	A	2	0	A	3	0	A	1	0	A	2	0	A	W	0	B	W	0	A	7	0	A	2	0	A	W	0	0	0	0	A	W	0	0	0	0	B	W	0	0	0	0	B	W	0	B	W	0	A	7	0	A	W	0	C	W	0	A	3	0	A	2	0	0	0	0	A	1	0	A	2	0	B	12	0	A	3	0	B	W	0	0	0	0	A	1	0	A	1	0	A	2	0	0	0	0	A	5	0	A	2	0	A	5	0	A	1	0	0	0	0	0	0	0	A	2	0	A	2	0	A	7	0	0	0	0	A	2	0	0	0	0	0	0	0
"Rytidosperma sp (ALL)"	B	W	0	B	W	0	A	W	0	B	W	0	D	X	0	D	X	0	A	W	0	E	Y	0	B	W	0	B	W	0	C	W	0	E	Y	0	0	0	0	D	X	0	A	2	0	C	W	0	C	W	0	C	W	0	B	W	0	C	W	0	A	W	0	C	W	0	B	W	0	C	W	0	0	0	0	C	W	0	C	W	0	C	W	0	D	X	0	D	W	0	0	0	0	A	8	0	B	W	0	A	W	0	A	6	0	A	W	0	C	W	0	A	W	0	C	W	0	C	W	0	A	W	0	B	13	0	C	W	0	A	15	0	C	W	0	A	6	0	A	W	0	B	W	0
"Trifolium arvense"	0	0	0	0	0	0	0	0	0	0	0	0	A	3	0	A	2	0	A	2	0	0	0	0	0	0	0	A	1	0	A	5	0	0	0	0	0	0	0	0	0	0	0	0	0	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	A	2	0	A	1	0	0	0	0	0	0	0	A	2	0	0	0	0	A	2	0	0	0	0	0	0	0
"Trifolium campestre"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	13	0	0	0	0	0	0	0	0	0	0	0	0	0	A	10	0	A	2	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0
"Trifolium subterraneum"	A	4	0	A	4	0	0	0	0	0	0	0	0	0	0	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	A	3	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	A	1	0	A	17	0	A	1	0	A	1	0	0	0	0	A	2	0	0	0	0	A	11	0	A	1	0	A	4	0	A	2	0	A	23	0	A	3	0	0	0	0	A	3	0	0	0	0	A	4	0	0	0	0	0	0	0
"Triptilodiscus pygmaeus"	A	36	0	A	12	0	0	0	0	0	0	0	A	24	0	A	66	0	A	23	0	A	5	0	0	0	0	A	23	0	A	4	0	0	0	0	0	0	0	A	1	0	A	47	0	0	0	0	A	52	0	A	4	0	0	0	0	0	0	0	A	2	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0	0	0	0	0	0	0	A	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	84	0	0	0	0	0	0	0	0	0	0	A	9	0	0	0	0	A	1	0	A	1	0	A	1	0	0	0	0	0	0	0
"Vulpia sp."	A	2	0	A	X	0	A	W	0	A	4	0	A	1	0	A	7	0	A	W	0	0	0	0	0	0	0	A	2	0	A	W	0	0	0	0	0	0	0	0	0	0	A	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	W	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	A	5	0	0	0	0	0	0	0	0	0	0	0	0	0	B	Y	0	0	0	0	A	6	0	A	W	0	A	5	0	A	W	0	A	7	0	A	W	0	A	W	0	0	0	0	A	X	0	A	3	0	0	0	0
"Wahlenbergia sp."	A	1	0	A	54	0	A	22	0	A	27	0	A	2	0	A	19	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	1	0	A	6	0	A	3	0	A	1	0	0	0	0	A	14	0	A	2	0	0	0	0	A	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	20	0	0	0	0	0	0	0	0	0	0	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acacia dealbata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acaena novae-zelandiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acaena ovina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetosella vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ajuga australis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alternanthera denticulata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alternanthera nana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alternanthera sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphibromus nervosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
